,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
1895,anorectant_no._10,phentermine,False,False,True,
1896,fentermin,phentermine,False,False,True,
1897,fentermine,phentermine,False,False,True,
1898,pentergic,phentermine,False,False,False,
1899,penterenol,phentermine,False,False,False,
1900,penteren,phentermine,False,False,False,
1901,pemphetamine,phentermine,False,False,False,
1902,adipex,phentermine,phentermine,True,True,
1903,suprenza,phentermine,False,False,True,
1904,phentremine,phentermine,False,False,True,
1905,pro-fast,phentermine,False,False,True,
1906,anorex,phentermine,diethylpropion,False,False,
1907,fastin,phentermine,phentermine,True,False,
1908,adipex-p,phentermine,False,False,True,
1909,fentermine,phentermine,False,False,True,
1910,diethylpropion,phentermine,diethylpropion,False,False,
1911,benzphetamine,phentermine,benzphetamine,False,False,
1912,prolintane,phentermine,False,False,False,
1913,suprenza,phentermine,False,False,True,
1914,anorectic,phentermine,False,False,False,
1915,appetite_suppressant,phentermine,False,False,True, pill
1916,adipex,phentermine,phentermine,True,True,
1917,fastin,phentermine,phentermine,True,False,
1918,ionamin,phentermine,False,False,True,
1919,lomaira,phentermine,False,False,True,
1920,phentamine,phentermine,pheniramine,False,True,
1921,pro-fast,phentermine,False,False,True,
1922,redux,phentermine,dexfenfluramine,False,False,
1923,adipex-p,phentermine,False,False,True,
1924,oby-cap,phentermine,False,False,False,
1925,phentride,phentermine,False,False,True,
1926,pro-fast,phentermine,False,False,True,
1927,acxion,phentermine,False,False,True,
1928,lomaira,phentermine,False,False,True,
1929,qnexa,phentermine,False,False,True,
1930,ephamephrine,phentermine,False,False,False,
1931,suprenza,phentermine,False,False,True,
1932,hermine,phentermine,False,False,False,
1933,phetermine_hydrochloride,phentermine,False,True,True,
1934,ionamin,phentermine,False,False,True,
1935,fastin,phentermine,phentermine,True,False,
1936,lomaira,phentermine,False,False,True,
1937,qsymia,phentermine,phentermine,True,True,
1938,belviq,phentermine,lorcaserin,False,False,
1939,contrave,phentermine,naltrexone,False,False,
1940,saxenda,phentermine,liraglutide,False,False,
1941,artermine,phentermine,False,False,False,
1942,carbinoline,phentermine,False,False,False,
1943,ceresin,phentermine,False,False,False,
1944,cinnamol,phentermine,False,False,False,
1945,fenamine,phentermine,False,False,False,
1946,curban,phentermine,False,False,False,
1947,anorex-sr,phentermine,False,False,True, pill
1948,anorectic,phentermine,False,False,False,
1949,anorexigenic,phentermine,False,False,True, pill
1950,anorexiant,phentermine,False,False,True, pill
1951,anti-obesity_drug,phentermine,False,False,True, slang
1952,weight_loss_drug,phentermine,False,False,True,
1953,adipex-p,phentermine,False,False,True,
1954,lomaira,phentermine,False,False,True,
1955,suprenza,phentermine,False,False,True,
1956,ionamin,phentermine,False,False,True,
1957,pro-fast,phentermine,False,False,True,
1958,osymia,phentermine,False,False,True,
1959,duromine,phentermine,phentermine,True,True,
1960,lopolit,phentermine,False,False,False,
1961,anorectic,phentermine,False,False,False,
1962,phetermime,phentermine,False,False,True, pill
1963,fentermine,phentermine,False,False,True,
1964,penthermine,phentermine,False,False,True,
1965,phenteramin,phentermine,False,False,True,
1966,phentermin,phentermine,phentermine,True,True,
1967,phentertamine,phentermine,False,False,False,
1968,fetanamine,phentermine,False,False,False,
1969,adipex,phentermine,phentermine,True,True,
1970,phentremine,phentermine,False,False,True,
1971,anorectic,phentermine,False,False,False,
1972,anorexigenic,phentermine,False,False,True, pill
1973,appetite_suppressant,phentermine,False,False,True, pill
1974,phentermeen,phentermine,False,False,True,
1975,phentermiine,phentermine,False,False,True,
1976,fentermin,phentermine,False,False,True,
1977,phentamin,phentermine,False,False,True,
1978,pentorex,phentermine,False,False,True,
1979,pro-fast,phentermine,False,False,True,
1980,anorex,phentermine,diethylpropion,False,False,
1981,lones,phentermine,False,False,False,
1982,phen375,phentermine,False,False,True,
1983,adipex,phentermine,phentermine,True,True,
1984,lomaira,phentermine,False,False,True,
1985,redux,phentermine,dexfenfluramine,False,False,
1986,didrex,phentermine,benzphetamine,False,True,
1987,gate,phentermine,False,False,False,
1988,fenteramine,phentermine,False,False,True,
1989,diethylpropion,phentermine,diethylpropion,False,False,
1990,bupropion,phentermine,bupropion,False,False,
1991,"8-methoxy-2-phenyl-9h-pyrido[3,4-b]indole",phentermine,False,False,False,
1992,"9h-pyrido[3,4-b]indole-2-one",phentermine,False,False,False,
1993,"10,11-dihydro-5h-dibenz[b,f]azepine-5-one",phentermine,False,False,False,
1994,"-)-n,α-dimethylphenethylamine",phentermine,False,False,True, pill
1995,adipex-p,phentermine,False,False,True,
1996,fastin,phentermine,phentermine,True,False,
1997,ionamin,phentermine,False,False,True,
1998,pro-fast,phentermine,False,False,True,
1999,phentamine,phentermine,pheniramine,False,True,
2000,obephen,phentermine,False,False,True,
2001,zantryl,phentermine,False,False,True,
2002,phentremene,phentermine,False,False,True,
2003,phentermine,phentermine,phentermine,True,True,
2004,phentmine,phentermine,False,False,True,
2005,adipex-p,phentermine,False,False,True,
2006,lomaira,phentermine,False,False,True,
2007,suprenza,phentermine,False,False,True,
2008,ionamin,phentermine,False,False,True,
2009,pro-fast,phentermine,False,False,True,
2010,osymia,phentermine,False,False,True,
2011,qsymia,phentermine,phentermine,True,True,
2012,phentermine_hydrochloride,phentermine,False,True,True,
2013,adipex-p,phentermine,False,False,True,
2014,anorectic,phentermine,False,False,False,
2015,anorexigenic,phentermine,False,False,True, pill
2016,phentrol,phentermine,False,False,True,
2017,diethylpropion,phentermine,diethylpropion,False,False,
2018,anorex,phentermine,diethylpropion,False,False,
2019,norpet,phentermine,False,False,False,
2020,redusa,phentermine,False,False,True,
2021,suprotex,phentermine,False,False,False,
2022,lorcaserin,phentermine,lorcaserin,False,False,
2023,bupropion/naltrexone,phentermine,False,False,False,
2024,adipex,phentermine,phentermine,True,True,
2025,lomaira,phentermine,False,False,True,
2026,qsymia,phentermine,phentermine,True,True,
2027,belviq,phentermine,lorcaserin,False,False,
2028,contrave,phentermine,naltrexone,False,False,
2029,saxenda,phentermine,liraglutide,False,False,
2030,phen_caps,phentermine,False,False,True,
2031,phentamine,phentermine,pheniramine,False,True,
2032,phenteret,phentermine,False,False,True, pill
2033,phentramin,phentermine,False,False,True,
2034,phentremine,phentermine,False,False,True,
2035,phentrin,phentermine,False,False,True,
2036,prelu-2,phentermine,False,False,True, pill
2037,phentrazamine,phentermine,False,False,True,
2038,anorectic,phentermine,False,False,False,
2039,anorexigenic,phentermine,False,False,True, pill
2040,anorectant,phentermine,False,False,True, pill
2041,appetite_suppressant,phentermine,False,False,True, pill
2042,adipex-p,phentermine,False,False,True,
2043,oby-trim,phentermine,False,False,True,
2044,anorex,phentermine,diethylpropion,False,False,
2045,zantryl,phentermine,False,False,True,
2046,pro-fast,phentermine,False,False,True,
2047,sentis,phentermine,False,False,True,
2048,redux,phentermine,dexfenfluramine,False,False,
2049,lorqess,phentermine,False,False,True,
2050,phentrol,phentermine,False,False,True,
2051,phentrazine,phentermine,False,False,True,
2052,anorectic,phentermine,False,False,False,
2053,anorexigenic,phentermine,False,False,True, pill
2054,anorexiant,phentermine,False,False,True, pill
2055,phentolamines,phentermine,False,False,False,
2056,amphetamines,phentermine,dextroamphetamine,False,False,
2057,central_nervous_system_stimulants,phentermine,False,False,False,
2058,anoretic,phentermine,False,False,True, pill
2059,phentremine,phentermine,False,False,True,
2060,thermogenic,phentermine,False,False,False,
2061,lipolytic,phentermine,False,False,False,
2062,anorectic,phentermine,False,False,False,
2063,adipex-p,phentermine,False,False,True,
2064,anorectic,phentermine,False,False,False,
2065,appetite_suppresant,phentermine,False,False,True, pill
2066,weight_loss_medication,phentermine,False,False,True,
2067,phentemines,phentermine,False,False,True,
2068,phendimetrazine,phentermine,phendimetrazine,False,True,
2069,anorectic,phentermine,False,False,False,
2070,anorexigenic,phentermine,False,False,True, pill
2071,adipex-p,phentermine,False,False,True,
2072,fastin,phentermine,phentermine,True,False,
2073,ionamin,phentermine,False,False,True,
2074,phentrol,phentermine,False,False,True,
2075,pro-fast,phentermine,False,False,True,
2076,truck,phentermine,False,False,False,
2077,xenical,phentermine,orlistat,False,False,
2078,reductil,phentermine,sibutramine,False,True, slang
2079,meridia,phentermine,sibutramine,False,False,
2080,sibutramine,phentermine,sibutramine,False,True,
2081,anorectant_no.10,phentermine,False,False,True,
2082,didrex,phentermine,benzphetamine,False,True,
2083,fastin,phentermine,phentermine,True,False,
2084,fentermin,phentermine,False,False,True,
2085,phentermin,phentermine,phentermine,True,True,
2086,anorectic,phentermine,False,False,False,
2087,anorexigenic,phentermine,False,False,True, pill
2088,appetite_suppressant,phentermine,False,False,True, pill
2089,phentrol,phentermine,False,False,True,
2090,lopamine,phentermine,False,False,False,
2091,pro-fast,phentermine,False,False,True,
2092,anorex,phentermine,diethylpropion,False,False,
2093,plegine,phentermine,False,False,True, slang
2094,florinef,phentermine,fludrocortisone,False,False,
2095,curban,phentermine,False,False,False,
2096,adipex,phentermine,phentermine,True,True,
2097,duromine,phentermine,phentermine,True,True,
2098,sanorex,phentermine,False,False,False,
2099,redux,phentermine,dexfenfluramine,False,False,
2100,fen-phen,phentermine,False,False,True,
2101,lonamin,phentermine,False,False,True,
2102,plegine,phentermine,False,False,True, slang
2103,preluden,phentermine,False,False,False,
2104,tiagree,phentermine,False,False,False,
2105,diethylpropion,phentermine,diethylpropion,False,False,
2106,lorcaserin,phentermine,lorcaserin,False,False,
2107,bupropion/naltrexone,phentermine,False,False,False,
2108,orlistat,phentermine,orlistat,False,True,
2109,liraglutide,phentermine,liraglutide,False,False,
2110,saxenda,phentermine,liraglutide,False,False,
2111,suprenza,phentermine,False,False,True,
2112,phentrol,phentermine,False,False,False,
2113,phenq,phentermine,pentaerythritol_tetranitrate,False,True,
2114,adipex-p,phentermine,False,False,True,
2115,lomaira,phentermine,False,False,True,
2116,qsymia,phentermine,phentermine,True,True,
2117,suprenza,phentermine,False,False,True,
2118,pro-fast,phentermine,False,False,False,
2119,anorex-sr,phentermine,False,False,False,
2120,fastin,phentermine,phentermine,True,False,
2121,pheteramines,phentermine,False,False,False,
2122,fentermine,phentermine,False,False,True,
2123,fentermines,phentermine,False,False,True,
2124,ventermine,phentermine,False,False,False,
2125,ventermines,phentermine,False,False,False,
2126,ionamin,phentermine,False,False,True,
2127,adipex,phentermine,phentermine,True,True,
2128,phentrol,phentermine,False,False,False,
2129,obenix,phentermine,False,False,True,
2130,obestin,phentermine,False,False,False,
2131,t-diet,phentermine,False,False,False,
2132,duromine,phentermine,phentermine,True,True,
2133,pheteramines,phentermine,False,False,False,
2134,suprotimine,phentermine,False,False,False,
2135,lomaira,phentermine,False,False,True,
2136,adipex,phentermine,phentermine,True,True,
2137,phenrx,phentermine,False,False,False,
2138,bontril,phentermine,phendimetrazine,False,True,
2139,phendimetrazine,phentermine,phendimetrazine,False,True,
2140,sibutramine,phentermine,sibutramine,False,True,
2141,trazodone,phentermine,trazodone,False,False,
2142,adipex,phentermine,phentermine,True,True,
2143,lopressor,phentermine,metoprolol,False,False,
2144,prozac,phentermine,fluoxetine,False,False,
2145,phendimetrazine,phentermine,phendimetrazine,False,True,
2146,meridia,phentermine,sibutramine,False,False,
2147,sibutramine,phentermine,sibutramine,False,True,
2148,reductil,phentermine,sibutramine,False,False,
2149,anorectic,phentermine,False,False,False,
2150,appetite_suppressant,phentermine,False,False,True, pill
2151,lorcaserin,phentermine,lorcaserin,False,False,
2152,bupropion-naltrexone,phentermine,False,False,False,
2153,supenza,phentermine,False,False,True,
2154,oby-cap,phentermine,False,False,False,
2155,fastin,phentermine,phentermine,True,False,
2156,anorex,phentermine,diethylpropion,False,False,
2157,lollipop,phentermine,False,False,False,
2158,etc.,phentermine,False,False,False,
2159,anorectic,phentermine,False,False,False,
2160,anoretic,phentermine,False,False,False,
2161,fenphen,phentermine,False,False,True,
2162,appetite_suppressant,phentermine,False,False,True, pill
2163,lorcaserin,phentermine,lorcaserin,False,False,
2164,phenmetrazine,phentermine,phenmetrazine,False,False,
2165,sibutramine,phentermine,sibutramine,False,True,
2166,ionamin,phentermine,False,False,True,
2167,adipex-p,phentermine,False,False,True,
2168,fastin,phentermine,phentermine,True,False,
2169,anorectant_no.1,phentermine,False,False,True,
2170,phentrazine,phentermine,False,False,True,
2171,adipex,phentermine,phentermine,True,True,
2172,pro-fast,phentermine,False,False,False,
2173,anorex,phentermine,diethylpropion,False,False,
2174,fastin-xr,phentermine,False,False,True,
2175,obestin-30,phentermine,False,False,False,
2176,products_containing_phentermine,phentermine,False,True,True,
2177,adipex,phentermine,phentermine,True,True,
2178,oby-trim,phentermine,False,False,True,
2179,pro-fast,phentermine,False,False,False,
2180,anorex,phentermine,diethylpropion,False,False,
2181,regenon,phentermine,False,False,False,
2182,teramine,phentermine,False,False,False,
2183,thinz,phentermine,False,False,False,
2184,xenical,phentermine,orlistat,False,False,
2185,zantryl,phentermine,False,False,True,
2186,lorcaserin,phentermine,lorcaserin,False,False,
2187,diethylpropion,phentermine,diethylpropion,False,False,
2188,phendimetrazine,phentermine,phendimetrazine,False,True,
2189,benzphetamine,phentermine,benzphetamine,False,False,
2190,bupropion-naltrexone,phentermine,False,False,False,
2191,topiramate-phentermine,phentermine,False,False,True,
2192,phentermine-topiramate,phentermine,False,False,True,
2193,adipex,phentermine,phentermine,True,True,
2194,obestin,phentermine,False,False,False,
2195,phentrol,phentermine,False,False,False,
